Task,Level,Institution,Exam Type,text_question,text_response,Criteria 0,Criteria 1,Criteria 2,Criteria 3,Criteria 0 AI Score,Criteria 1 AI Score,Criteria 2 AI Score,Criteria 3 AI Score,Criteria 0 Teacher Score,Criteria 1 Teacher Score,Criteria 2 Teacher Score,Criteria 3 Teacher Score
Email,B1,Cambridge,ceq,"Rubric: Test 3 Writing Part 1\r\nTo: \r\nFrom: Teri\r\nSubject: Learning a language\r\nBody: I'm excited because next month I'm starting my beginner's classes to learn your language! I've never studied a foreign language before - thanks for agreeing to meet to give me some ideas.\r\n\r\nAre you free next Thursday afternoon after school?\r\n\r\nMy parents say they'll buy me a dictionary to help me learn vocabulary, and perhaps some videos. Do you think that's a good idea?\r\n\r\nYou said that you would help me sometimes after I start my classes. Can you still do that?\r\n\r\nBye,\r\nTeri\r\nNotes:\r\n- Note 1:\r\n  Note: Advise Teri\r\n  Email Part: My parents say they'll buy me a dictionary to help me learn vocabulary, and perhaps some videos. Do you think that's a good idea?\r\n- Note 2:\r\n  Note: Offer\r\n  Email Part: You said that you would help me sometimes after I start my classes. Can you still do that?","It´s good to hear  from you!. I´m so happy for you.\n\nI´ll be pleased to hear about you want  to learn a foreign language. In my opinion, l learinng a foreign language is a very good idea because you can travel to other cities and speak to people who live there.\n\nDon´t worry. You´ve to come the right person. It would be nice  that  you study a little everyday.\n\nI´m sorry,  next Thursday I can´t meet you because I´ve studied for an exam, although the Friday I can. Let me know if you could  that day.\n\nI think it´s a good idea that your parents ´buy you a dictionary and videos. Of course, a dictionary is very necessary to learn and improve your vocabulary. But, I believe that the most important is than you watching  and listening videos in English.\n\nDon´t worry I´m going to help some day. The best days for me  are Monday and Wednesday. Let´s me know.\n\nSee you soon.\n\nAntonio.",Content,Communicative Achievement,Organisation,Language,5,3,2,2,0,0,0,0
Story,B1,Cambridge,ceq,\r\nRubric: Question 3\r\nYour English teacher has asked you to write a story. Your story must begin with this sentence:\r\nIt was my turn to go on stage to perform in the talent competition.\r\nWrite your story.,"It was my turn to go on stage to perform in the talent competition and I started to feel scared, at first I thought it could be nerves or I was anxious or you know, a panic attack, so I went outside to get some air. \n\nWhen I was in the bathroom, I found that someone locked the door, so I couldn't get out. I texted to open the door, but it was locked. I was getting found when someone started to knock and asking me. It was the stage looking around for the person who can opened it and when he found him, he told him what it happens. \n\nHe let me to the performace, although all the things that happens to me I won the talent competition.\n\nFinally, I found that someone who perfomed at the competition put something in my water and closed the bathroom door, they eliminated he from the competition.",Content,Communicative Achievement,Organisation,Language,5,3,3,2,0,0,0,0
Story,B1,Cambridge,ceq,\r\nRubric: Question 3\r\nYour English teacher has asked you to write a story. Your story must begin with this sentence:\r\nIt was my turn to go on stage to perform in the talent competition.\r\nWrite your story.,"Stori\n\nIt was my turn to go on stage to perform in the talent competition when the lights turn off.\n\nEverything was prepared to start my  big performance but I could see nothing and haven´t music. Everybody started to shout. I felt very nervous and bad.  I asked my manager and he said to me: “Don't worry, soon the lights will be again”.\n\nSuddenly, the lights turn on and everyone kept in silence. Five minutes later, the performance started. Finally, it was amazing, I felt very happy and everybody was singing my songs. This is the best performance that I had done never.",Content,CommunicativeAchievement,Organisation,Language,5,3,3,3,0,0,0,0
Email,B1,Cambridge,ceq,"\r\nRubric: Read this email from your English-speaking friends Joanna and Nick, and the notes you have made. Write your email to them using all the notes. Write your answer in about 100 words.\r\nTo: Melissa\r\nFrom: Joanna and Nick\r\nSubject: Housewarming party\r\nBody: Dear Melissa,\r\n\r\nDo you remember that we told you we were planning to move house?\r\n\r\nWell, we’ve done it! We finally moved out of our old flat and we’ve bought a new one. We moved in here last week.\r\n\r\nHere’s a photo of our flat. It’s nice, isn’t it?\r\n\r\nWe’re having a housewarming party next Saturday evening. Can you come?\r\n\r\nOur address is Flat 3, Bennett House, King Street, Bridgeford.\r\n\r\nIt would be so nice to see you.\r\n\r\nLove,\r\n\r\nJoanna and Nick\r\n\r\nNotes:\r\n- Note 1:\r\n  Note: Congratulations!\r\n  Email Part: We finally moved out of our old flat and we’ve bought a new one.\r\n- Note 2:\r\n  Note: Yes! It looks …\r\n  Email Part: It’s nice, isn’t it?\r\n- Note 3:\r\n  Note: No, because …\r\n  Email Part: Can you come?","To: Joanna and Nick\nFrom: Melissa\nSubject: Housewarming party\n\nDear Joanna and Nick\nI am glad to know about you, it’s been so long since we contacted\neach other that I had completely forgotten about the move.\nCongratulations! I can’t believe you’ve already done it, it seems\nlike it was yesterday when you said about looking for house.\n\nAbout the photos you sent me of the apartment, Yes! it looks so fine,\nI’m in love with the living room and kitchen.\n\nOn the other hand, about the housewarming party, I won’t be able\nto go, because that day my husband is away for work, and I have no\none to take care of Miguel.\nI guess it will have to be another day that we see each other.\nA hug,\nMelissa.",Content,CommunicativeAchievement,Organisation,Language,5,4,3,3,0,0,0,0
Article,B2,Cambridge,ceq,"Writing part 2 – Article\r\n\r\nWrite your answer in 140 - 190 words in an appropriate style.\r\n\r\nYou have seen this announcement in an English-language magazine.\r\n\r\nARTICLES WANTED\r\n\r\nEffective ways to learn English!\r\n\r\nHave you got some techniques for learning English that you could share with other learners?\r\n\r\nYou should tell us about the ways you’ve learned English, how effective these methods are, and what you would recommend to somebody starting to learn English.\r\n\r\nWrite your article.","2. playing to learn English\n\n-Have you ever wanted to learn English, but you think it is very difficult. In this article I go to speak how to learn English.\n\n-Then I go to tell you some technique for learning English, the first is you should go to an academi, the secondone is that you can learn English watching films in this language and the last one is playing videogames in English.\n\n-In my opinion this techniques can help you a lot because with the first you can learn the grammatic and vocabulary and with the lasts because how it thing that you and interesting, you put more atention. Moreover I learn English with that technics and I improve a lot. If you want to start you should trying this techniques.\n\n-I hope it can help you.",Content,Communicative Achievement,Organisation,Language,5,3,2,2,0,0,0,0
Article,B1,Cambridge,ceq,Question 2\r\nYou see this notice on an international English website for young people.\r\n\r\nArticles wanted!\r\n\r\nMUSIC LOVERS!\r\nWrite an article telling us what your favourite kind of music is and when you listen to it. Is music important in your life? Why?\r\nWhat is the best way to find new songs or artists?\r\nThe best articles answering these questions will be published next month.\r\n\r\nWrite your article.,"LIKE MUSIC\n\nIn this text I am going to talk about my favorite type of music, my favorite singers, when I listen to them...\n\nI like flamenco and regueton music, my favorite singer is Cano or Luis Cortés. I like to listen to this type of music when I take a shower, in the car, when I am tidiing my room, or when I am dancing. The music is important to me because I am not boring but not to get boring I put music and them I not boring. You can put songs when you get up.",Content,CommunicativeAchievement,Organisation,Language,3,2,2,2,0,0,0,0
Email,B1,Cambridge,ceq,"\r\nRubric: Read this email from your English-speaking friends Joanna and Nick, and the notes you have made. Write your email to them using all the notes. Write your answer in about 100 words.\r\nTo: Melissa\r\nFrom: Joanna and Nick\r\nSubject: Housewarming party\r\nBody: Dear Melissa,\r\n\r\nDo you remember that we told you we were planning to move house?\r\n\r\nWell, we’ve done it! We finally moved out of our old flat and we’ve bought a new one. We moved in here last week.\r\n\r\nHere’s a photo of our flat. It’s nice, isn’t it?\r\n\r\nWe’re having a housewarming party next Saturday evening. Can you come?\r\n\r\nOur address is Flat 3, Bennett House, King Street, Bridgeford.\r\n\r\nIt would be so nice to see you.\r\n\r\nLove,\r\nJoanna and Nick\r\n\r\nNotes:\r\n- Note 1:\r\n  Note: Congratulations!\r\n  Email Part: We finally moved out of our old flat and we’ve bought a new one.\r\n\r\n- Note 2:\r\n  Note: Yes! It looks …\r\n  Email Part: Here’s a photo of our flat. It’s nice, isn’t it?\r\n\r\n- Note 3:\r\n  Note: No, because …\r\n  Email Part: We’re having a housewarming party next Saturday evening. Can you come?","To: Joanna and Nick\nFrom: Melissa\nSubject: Housewarming party\n\nDear Joanna and Nick\nI am glad to know about you, it’s been so long since we contacted\neach other that I had completely forgotten about the move.\nCongratulations! I can’t believe you’ve already done it, it seems\nlike it was yesterday when you said about looking for house.\n\nAbout the photos you sent me of the apartment. Yes! it looks so fine,\nI’m in love with the living room and kitchen.\n\nOn the other hand, about the housewarming party, I won’t be able\nto go, because that day my husband is away for work, and I have no\none to take care of Miguel.\nI guess it will have to be another day that we see each other.\nA hug,\nMelissa.",Content,Communicative Achievement,Organisation,Language,5,4,4,3,0,0,0,0
Essay,B2,Cambridge,ceq,"You must answer this question. Write your answer in 140 - 190 words in an appropriate style.\r\n\r\nIn your English class you have been talking about the ways people communicate in the world today. Now, your\r\nEnglish teacher has asked you to write an essay.\r\n\r\nWrite an essay using all the notes and give reasons for your point of view.\r\n\r\n""How have methods of communication changed in recent years?""\r\n\r\nNotes\r\n\r\nWrite about:\r\n1 letters\r\n2 internet\r\n3 in person (your own idea)","Actually communication\nPaco B2\n\nIn this esay I go to tell how the people communication actually. \n\nSome people write letter but in my opinion I doesn't like it because the person that has to reseved it to reseved it too late and if it anything important is no useful.\nothers persons comunicate though internet and Itswell but in my opinion its very cold because you don't see the people that you one talking and don't know how he is. For that reason I think write throug internet is good only for unimportant things. \n\nMy favourite way to comunicate is in person because you can see how the other person are and know what you have to do. In addition comunicate in person as well because you can spent a great time listening others peoples. \n\nIn conclusion, the people actually can comunicate with letter but are so ancient, internet but is so cold and in person, that one the best option.\n\nI hope you like this essey. Bye.\nPaco.",Content,CommunicativeAchievement,Organisation,Language,5,2,2,1,0,0,0,0
Email,B1,Cambridge,ceq,"\r\nRubric: Read this email from your English-speaking friends Joanna and Nick, and the notes you have made. Write your email to them using all the notes. Write your answer in about 100 words.\r\nTo: Melissa\r\nFrom: Joanna and Nick\r\nSubject: Housewarming party\r\nBody: Dear Melissa,\r\n\r\nDo you remember that we told you we were planning to move house?\r\nWell, we’ve done it! We finally moved out of our old flat and we’ve bought a new one. We moved in here last week.\r\n\r\nHere’s a photo of our flat. It’s nice, isn’t it?\r\nWe’re having a housewarming party next Saturday evening. Can you come?\r\nOur address is Flat 3, Bennett House, King Street, Bridgeford.\r\nIt would be so nice to see you.\r\n\r\nLove,\r\nJoanna and Nick\r\n\r\nNotes:\r\n- Note 1:\r\n  Note: Congratulations!\r\n  Email Part: We finally moved out of our old flat and we’ve bought a new one. We moved in here last week.\r\n- Note 2:\r\n  Note: Yes! It looks …\r\n  Email Part: Here’s a photo of our flat. It’s nice, isn’t it?\r\n- Note 3:\r\n  Note: No, because …\r\n  Email Part: We’re having a housewarming party next Saturday evening. Can you come?","To: Joanna and Nick\nFrom: Melissa\nSubject: Housewarming party\n\nDear Joanna and Nick\nI am glad to know about you, it's been so long since we contacted\neach other that I had completely forgotten about the move.\nCongratulations! I can't believe you've already done it, it seems\nlike it was yesterday when you said about looking for house\n\nAbout the photos you sent me of the apartment. Yes! it looks so fine,\nI'm in love with the living room and kitchen.\n\nOn the other hand, about the housewarming party, I won't be able\nto go, because that day my husband is away for work, and I have no\none to take care of Miguel.\nI guess it will have to be another day that we see each other.\nA hug,\nMelissa.",Content,CommunicativeAchievement,Organisation,Language,5,4,3,3,0,0,0,0
Essay,B2,Cambridge,ceq,"You must answer this question. Write your answer in 140 - 190 words in an appropriate style.\r\n\r\nIn your English class you have been talking about the ways people communicate in the world today. Now, your English teacher has asked you to write an essay.\r\n\r\nWrite an essay using all the notes and give reasons for your point of view.\r\n\r\n""How have methods of communication changed in recent years?""\r\n\r\nNotes\r\n\r\nWrite about:\r\n\r\n1 letters\r\n\r\n2 internet\r\n\r\n3 in person (your own idea)","Actually communication\n\nIn this essay I go to tell how the people communication actually.\n\nSome people write letter but in my opinion I doesn’t like it because the person that has to received it received it too late and if it anything important is not useful.\nothers persons communicate though internet and its well but in my opinion it’s very cold because you don’t see the people that you are talking and don’t know how he is for that reason I think write through internet is good only for unimportant things.\n\nMy favourite way to comminicate is in person because you can see how the other person are and know what you have to do.\nIn addition communication in person as well because you can spent a great time listening others peoples.\n\nIn conclusion, the people actually can communicate with letter but are so ancient, internet but is so cold and in person, that one the best option.\n\nI hope you like this essay. Bye.\nPaco",Content,CommunicativeAchievement,Organisation,Language,5,2,2,2,0,0,0,0
Essay,B2,Cambridge,ceq,"You must answer this question. Write your answer in 140 - 190 words in an appropriate style.\r\n\r\nIn your English class you have been talking about the ways people communicate in the world today. Now, your English teacher has asked you to write an essay.\r\n\r\nWrite an essay using all the notes and give reasons for your point of view.\r\n\r\n""How have methods of communication changed in recent years?""\r\n\r\nNotes\r\n\r\nWrite about:\r\n\r\n1  letters\r\n\r\n2  internet\r\n\r\n3  in person (your own idea)","1. Actually communication Paco B2\n\nIn this esay I go to tell how the people communicate actually.\n\nSome people write letter but in my opinion I doesn't like it because the person that has to reread it reread it too late and if it's anything important is not useful.\n\nothers persons communicate through internet and its well but in my opinion it's very cold because you don't see the people that you one talking and don't know how he is, for that reason I think write through internet is good only for unimportant things.\n\nMy favourite way to comminicate is in person, because you can see how the other person are and know what you have to do.\n\nIn addition communication in person as well because you can spent a great time listening others peoples.\n\nIn conclusion, the people actually can communicate with letter but are so ancient, internet but is so cold and in person, that one the best option.\n\nI hope you like this essey. Bye.\n\nPaco.",Content,Communicative Achievement,Organisation,Language,5,2,2,2,0,0,0,0
Essay,B2,Cambridge,ceq,"You must answer this question. Write your answer in 140 - 190 words in an appropriate style.\r\n\r\nIn your English class you have been talking about the ways people communicate in the world today. Now, your English teacher has asked you to write an essay.\r\n\r\nWrite an essay using all the notes and give reasons for your point of view.\r\n\r\n""How have methods of communication changed in recent years?""\r\n\r\nNotes\r\n\r\nWrite about:\r\n1  letters\r\n2  internet\r\n3  in person  (your own idea)","Actually communication\nPaco B2\n\nIn this assay I go to tell how the people communication acctually.\n\nSome people write letter but in my opinion I doesn't like it because the person that has to reread it is reread it too late and if it anything important is is useful.\nothers persons communicate through internet and its well but in my opinion its very cald because you don't see the people that you one talking and don't know how he is. For that reason I think write through internet is good only for unimportat things.\n\nMy favourit way to comminicat is in person because you can see how the other person are and know what you have to do. In addition communication in person as well because you can spent a great time listening others peoples.\n\nIn conclusion, the people actually can communicate with letter but are so ancient; internet but is so cold and in person, that one the best option.\n\nI hope you like this essay. Bye.\nPaco.",Content,Communicative Achievement,Organisation,Language,5,2,2,2,0,0,0,0
Essay,B2,Cambridge,ceq,"You must answer this question. Write your answer in 140 - 190 words in an appropriate style.\r\n\r\nIn your English class you have been talking about the ways people communicate in the world today. Now, your English teacher has asked you to write an essay.\r\n\r\nWrite an essay using all the notes and give reasons for your point of view.\r\n\r\n""How have methods of communication changed in recent years?""\r\n\r\nNotes\r\n\r\nWrite about:\r\n\r\n1 letters\r\n\r\n2 internet\r\n\r\n3 in person (your own idea)","1. Actually communication Paco B2\nIn this essay I go to tell how the people communication actually.\nSome people write letter but in my opinion I doesn't like it because the person that has to reread it reread it too late and if it anything important is is useful.\nothers persons communication through internet and its well but in my opinion its very cold because you don't see the people that you one talking and don't know how he is. For that reason I think write through internet is good only for unimportant things.\nMy favorite way to comunicate is in person because you can see how the other person are and know what you have to do. In addition comunication in person as well because you can spent a great time listening others peoples.\nIn conclusion, the people actually can communicate with letter but are so ancient, internet but is so cold and in person, that one the best option.\nI hope you like this essay. Bye.\nPaco.",Content,CommunicativeAchievement,Organisation,Language,5,2,2,2,0,0,0,0
Essay,B2,Cambridge,ceq,"You must answer this question. Write your answer in 140 - 190 words in an appropriate style.\r\n\r\nIn your English class you have been talking about the ways people communicate in the world today. Now, your English teacher has asked you to write an essay.\r\n\r\nWrite an essay using all the notes and give reasons for your point of view.\r\n\r\n""How have methods of communication changed in recent years?""\r\n\r\nNotes\r\n\r\nWrite about:\r\n\r\n1 letters\r\n\r\n2 internet\r\n\r\n3 in person (your own idea)","1. Actually communication Paco B2\n\nIn this assay I go to tell how the people communication actually.\n\nSome people write lette but in my opinion I doesn't like it because the person that has to reused it, rereued it too late and if it anything important is not useful.\n\nothers persons communicate though internet and itswell but in my opinion its verry cold because you don't see the people that you one talking and don't know how he is. For that reason I think write through internet is good only for unimportant things.\n\nMy favourite way to comunicate is in person, because you can see how the other person are and know what you have to do.\n\nIn addition comunication in person as well because you can spent a great time listening others peoples.\n\nIn conclusion, the people actually can comunicate with letter but are so ancient, internet but is so cold and in person, that one the best option.\n\nI hope you like this essay. Bye.\nPaco.",Content,Communicative Achievement,Organisation,Language,5,2,2,1,0,0,0,0
Essay,B2,Cambridge,ceq,"You must answer this question. Write your answer in 140 - 190 words in an appropriate style.\r\n\r\nIn your English class you have been talking about the ways people communicate in the world today. Now, your English teacher has asked you to write an essay.\r\n\r\nWrite an essay using all the notes and give reasons for your point of view.\r\n\r\n""How have methods of communication changed in recent years?""\r\n\r\nNotes\r\n\r\nWrite about:\r\n\r\n1 letters\r\n\r\n2 internet\r\n\r\n3 in person (your own idea)","1. Actually communication Paco B2\n\nIn this essay, I go to tell how the people communication acctually.\n\nSome peple write letter but in my opnion I doen't like it because the person that has to received it received it too late and if is anything important is losed is uselyl. \nothers persons communicate through internet and its well but in my opnion it is very cold because you don't see the people that you one talking and don't know how he is. for that reason I think write through internet is good only for unimportant things.\n\nMy favourit way to commnicate is in person because you can see how the other person are and know what you have to do. \nIn addition communication in person as well because you can spent a great time liseting others peoples.\n\nIn conclusion, the people actually can communicate with letter but are so ancient, internet but is so cold and in person, that one the best opnion.\n\nI hope you like this essay. Bye.\nPaco",Content,CommunicativeAchievement,Organisation,Language,5,2,2,2,0,0,0,0
Essay,B2,Cambridge,ceq,"Part 1\r\n\r\nYou must answer this question. Write your answer in 140 – 190 words in an appropriate style on the separate answer sheet.\r\n\r\n1\r\nIn your English class you have been talking about famous people’s lives. Now, your English teacher has asked you to write an essay for homework.\r\n\r\nWrite an essay using all the notes and giving reasons for your point of view.\r\n\r\nSome people say that there are more disadvantages than advantages of being famous.\r\nWhat do you think?\r\n\r\nNotes\r\nWrite about:\r\n1. private life\r\n2. money\r\n3. ………………………………… (your own idea)","Ana Vitoria Gomes Lopes\n\nNowadays a lot of people want to become famouse, but there are good things and disadvantage with the private life and money.\n\nFirst of all when someone starts showing its private life on social media, for example, has to be very intelligent to show only a part of it because the followers are going to ask for money and maybe he or she lose the private life. In the other hand some people like showing its life, because someone can see itself in theirs.\n\nThe money is one of the things that people like the most and famous people earn more money than someone who works in a normal job, because they have collaborations with importants brands and they get free objects like make up or clothes, or even some restaurants invites them to eat there.\n\nIn my opinion being famouse could be a bit difficult, but if you have a good organization it mayby be fun.\n\nTo conclude, being famous has advantage and disadvantages it depend on how do you organize yourself.",Content,CommunicativeAchievement,Organisation,Language,5,3,3,3,0,0,0,0
Essay,B2,Cambridge,ceq,"Part 1\r\nYou must answer this question. Write your answer in 140 – 190 words in an appropriate style on the separate answer sheet.\r\n\r\n1  In your English class you have been talking about famous people’s lives. Now, your English teacher has asked you to write an essay for homework.\r\n\r\nWrite an essay using all the notes and giving reasons for your point of view.\r\n\r\nSome people say that there are more disadvantages than advantages of being famous.\r\nWhat do you think?\r\n\r\nNotes\r\nWrite about:\r\n1. private life\r\n2. money\r\n3. .................................. (your own idea)","Alvaro Terrones Gomez\n\nIn this text I am going to telk about if beeing famous have more disdvantages than advantages. I am going to write about the private e.g. the money and one sorprprise theme.\n\nFirst I am going to talk about the private life. Famous usually had a little os private life because when they went to the street a lot of fans run to you and they want a lot of photos and fo sing them somethig. This depend always if you are very famous or a bit famous, but i think this is a disadvantage.\n\nNow I am going to talk about the money. Famous people have it doesen't matter if you are very famous or a bit famous, munch of the famous people make a lot of money. It makes no odds if you are football player, actor or judge, you can make a lot of money, so this is an advantage.\n\nFinally I am going to talk about the deal with their fans. There are some famous that get angry very quickly, and others that were very calm and kind with all their fans. So depending on your personality, it can be a disadvatage or an advantade.\n\nIn conclusion, it depends on you to have more or less disadvantages or advantages, not all have the same conditions. But I think being famous and that people like what you do is good.",Content,CommunicativeAchievement,Organisation,Language,5,3,3,2,0,0,0,0
Essay,B2,Cambridge,ceq,"Part 1\r\nYou must answer this question. Write your answer in 140 – 190 words in an appropriate style on the separate answer sheet.\r\n\r\n1  In your English class you have been talking about famous people’s lives. Now, your English teacher has asked you to write an essay for homework.\r\n\r\nWrite an essay using all the notes and giving reasons for your point of view.\r\n\r\nSome people say that there are more disadvantages than advantages of being famous.\r\nWhat do you think?\r\n\r\nNotes\r\nWrite about:\r\n1. private life\r\n2. money\r\n3. .................................. (your own idea)","In my opinion, if you are a famous person, you have a lot of advantages, for instance, the money. You are never tired and you have a lot of money. Nevertheless, is they have any problem or their game declines, they money that they have invested, lose their value. In addition, when you are a famous person, you haven't got private life, all you secrets are knowing for millions of persons moreover all of things that you do it. Although you can use it for do good things, for example to make awaae for something. I think the best and the worst thing to be famous are the fans. if you have crazy fans, they can affect your personal life, however is you fans are civilized people, they will protect you and I think this is the best feeling in your famous life.",Content,Communicative Achievement,Organisation,Language,5,3,3,2,0,0,0,0
Essay,B2,Cambridge,ceq,"Part 1\r\nYou must answer this question. Write your answer in 140 – 190 words in an appropriate style on the separate answer sheet.\r\n\r\n1  In your English class you have been talking about famous people’s lives. Now, your English teacher has asked you to write an essay for homework.\r\n\r\nWrite an essay using all the notes and giving reasons for your point of view.\r\n\r\nSome people say that there are more disadvantages than advantages of being famous.\r\nWhat do you think?\r\n\r\nNotes\r\nWrite about:\r\n1. private life\r\n2. money\r\n3. .................................. (your own idea)","Wreting test\nManuel Alomzat Manzanera\n- Part 1\nsocial live (own idea)\n\n- Nowaday, we have many questions about how do famous people live, which could be contemplated in some points, but we don't worry about this things at all, because it has good and bad things.\n\nFirst, normally famous people usually have problems with their private live, this is because they want to know more about them, and this can involve their family or friends. This information is normally asked by channels from television or radio programs; to share this information to their community, and winnning more viewers.\n\nSecond, usually this kind of people don't have really important issues with their money, that's why they can bought or buy many things. Althought, the problem with this is that financial entities may study in what they earn, so they are been studying them for long, that's why they normally don't feel safe with their purchases.\n\nFinally, their social live is not really great beycose, because all time those people are investigate by the TV programs to have information to share, and sometimes their family and friends may feel stress about this.\n\nIn conclusion, being famous hase advantages and disadvatages, that you have to take oncount and be awere.",Content,Communicative Achievement,Organisation,Language,5,3,3,2,0,0,0,0
Essay,B2,Cambridge,ceq,"Part 1\r\n\r\nYou must answer this question. Write your answer in 140 – 190 words in an appropriate style on the separate answer sheet.\r\n\r\n1 In your English class you have been talking about famous people’s lives. Now, your English teacher has asked you to write an essay for homework.\r\n\r\nWrite an essay using all the notes and giving reasons for your point of view.\r\n\r\nSome people say that there are more disadvantages than advantages of being famous.\r\nWhat do you think?\r\n\r\nNotes\r\nWrite about:\r\n1. private life\r\n2. money\r\n3. ............................... (your own idea)","Alvaro Tenores Gomez\n\nIn this test I am going to telk about if being famous have more disadvantages than advantages. I am going to write about the private life, the money and one surprpise theme.\n\nFirst I am going to talk about the private life. Famous usually had a little of private life because when they went to the street a lot of fans run to you and they woint a lot of photos and to sign them something. This depend always if you are very famous or a bit famous, but I think this is a disadvantage.\n\nNow I am going to talk about the money. Famous people have it doesent matter if you are very famous or a bit famous, munch of the famous people make a lot of money. It makes no odds if you are football player, actor, judge; you can make a lot of money, so this is an advantage.\n\nFinally, I am going to talk about the deal with their fans. There are some famous that get anggry very quickly, and others that are very calm and kind with all their fans. So depending on your personality, it can be a disadvantage or an advantage.\n\nIn conclusion, It depends on you to have more or less disadvantages or advantages, not all have the same conditions. But I think being famous and that people like what you do is good.",Content,CommunicativeAchievement,Organisation,Language,5,3,3,2,0,0,0,0
Essay,B2,Cambridge,ceq,"Part 1\r\n\r\nYou must answer this question. Write your answer in 140 – 190 words in an appropriate style on the separate answer sheet.\r\n\r\n1	In your English class you have been talking about famous people’s lives. Now, your English teacher has asked you to write an essay for homework.\r\n\r\nWrite an essay using all the notes and giving reasons for your point of view.\r\n\r\nSome people say that there are more disadvantages than advantages of being famous.\r\nWhat do you think?\r\n\r\nNotes\r\nWrite about:\r\n1.	private life\r\n2.	money\r\n3.	................................. (your own idea)","Álvaro Temones Gómez\n\nIn this text I am going to teIk about if being famous have more disadvantages than advantages. I am going to write about the private e.g. the money and one surprise theme.\n\nFirst I am going to talk about the private life. Famous usually had a little of private life because when they went to the street a lot of fans run to you and they want a lot of photos and to sing them someting. This depend always if you are very famous or a bit famous, but I think this is a disadvantage.\n\nNow I am going to talk about the money. Famous people have, it doesn't matter if you are very famous or a bit famous, munch of the famous people make a lot of money. It makes no odds if you are football player, actor, judge; you can make a lot of money so this is an advantage.\n\nFinally, I am going to talk about the deal with their fans. There are some famous that get angry very quickly, and others that there very calm and kind with all their fans. So depending on your personality, it can be a disadvantage or an advantage.\n\nIn conclusion, It depends on you to have more or less disadvantages or advantages, not all have the same conditions. But I think being famous and that people like what you do is good.",Content,CommunicativeAchievement,Organisation,Language,5,3,3,2,0,0,0,0
Email,B1,Cambridge,ceq,"\r\nRubric: Read this email from your English-speaking friends Joanna and Nick, and the notes you have made. Write your email to them using all the notes. Write your answer in about 100 words.\r\nTo: Melissa\r\nFrom: Joanna and Nick\r\nSubject: Housewarming party\r\nBody: Dear Melissa,\r\n\r\nDo you remember that we told you we were planning to move house?\r\nWell, we've done it! We finally moved out of our old flat and we've bought a new one. We moved in here last week.\r\nHere’s a photo of our flat. It’s nice, isn’t it?\r\nWe’re having a housewarming party next Saturday evening. Can you come?\r\nOur address is Flat 3, Bennett House, King Street, Bridgeford.\r\nIt would be so nice to see you.\r\n\r\nLove,\r\nJoanna and Nick\r\nNotes:\r\n- Note 1:\r\n  Note: Congratulations!\r\n  Email Part: We finally moved out of our old flat and we've bought a new one.\r\n- Note 2:\r\n  Note: Yes! It looks ...\r\n  Email Part: Here’s a photo of our flat. It’s nice, isn’t it?\r\n- Note 3:\r\n  Note: No, because ...\r\n  Email Part: We’re having a housewarming party next Saturday evening. Can you come?","To: Joanna and Nick\nFrom: Melissa\nSubject: Housewarming party\n\nDear Joanna and Nick\nI am glad to know about you, it's been so long since we contacted\neach other that I had completely forgotten about the move.\nCongratulations! I can't believe you've already done it, it seems\nlike it was yesterday when you said about looking for house.\n\nAbout the photos you sent me of the apartment. Yes! it looks so fine,\nI'm in love with the living room and kitchen.\n\nOn the other hand, about the housewarming party, I won't be able\nto go, because that day my husband is away for work, and I have no\none to take care of Miguel.\nI guess it will have to be another day that we see each other.\nA hug,\nMelissa.",Content,CommunicativeAchievement,Organisation,Language,5,4,4,3,0,0,0,0
Essay,B2,Cambridge,ceq,"Part 1\r\n\r\nYou must answer this question. Write your answer in 140 – 190 words in an appropriate style on the separate answer sheet.\r\n\r\n1 In your English class you have been talking about famous people’s lives. Now, your English teacher has asked you to write an essay for homework.\r\n\r\nWrite an essay using all the notes and giving reasons for your point of view.\r\n\r\nSome people say that there are more disadvantages than advantages of being famous.\r\nWhat do you think?\r\n\r\nNotes\r\nWrite about:\r\n1. private life\r\n2. money\r\n3. .................................... (your own idea)","Alvaro Tenorres Gómez\n\nIn this text I am going to talk about if being famous have more disadvantages than advantages. I am going to write about the private life, the money and one surprise theme.\n\nFirst I am going to talk about the private life. Famous usually had a little of private life because when they went to the street a lot of fans run to you and they want a lot of photos and to sing them something. This depend always if you are very famous or a bit famous, but I think this is a disadvantage.\n\nNow I am going to talk about the money. Famous people have it doesn't matter if you are very famous or a bit famous, much of the famous people make a lot of money. It makes no odds if you are football player, actor, judge ; you can make a lot of money, so this is an advantage.\n\nFinally, I am going to talk about the deal with their fans. There are some famous that get angry very quickly, and others that are very calm and kind with all their fans. So depending on your personality, it can be a disadvantage or an advantage.\n\nIn conclusion, it depends on you to have more or less disadvantages or advantages, not all have the same conditions. But I think being famous and that people like what you do is good.",Content,Communicative Achievement,Organisation,Language,5,3,3,3,0,0,0,0
